body_type,bought_condition,car_id,city,color,condition,engine_size,fuel_type,make,mileage,model,price,registered_city,selling_condition,transmission,year_of_manufacture
Coupe,Imported,jEY4wdZoebeleGpWJLdkgmwo2E5FdV7,Lekki,Black,Nigerian Used,2000,Petrol,Mercedes-Benz,47679,CLA-Class,59850000,LAGOS,Registered,Automatic,2020
SUV,Registered,jEY4wdZQCMd0qgD57rIiGfC11q7UqO6,Ikeja,Blue,Nigerian Used,3500,Petrol,Toyota,274981,Highlander,8840000,,Registered,Automatic,2008
,Registered,jEY4wdZIpjOVsHBcWTEuh2qQXnjUKEc,Surulere,Silver,Nigerian Used,1800,Petrol,Toyota,214046,Corolla,4264000,LAGOS,Registered,Automatic,2006
SUV,Registered,jEY4wdZcdo3DuwlM2Z4lVMeHEHmXgCY,Ojodu,Black,Nigerian Used,4700,Petrol,Mercedes-Benz,246298,GL-Class,14700000,,Registered,Automatic,2012
SUV,Registered,jEY4wdZWsjMr6CMzoXAyNg5X5FMTvzq,Garki 2,Black,Nigerian Used,3500,Petrol,Mercedes-Benz,123451,GLK-Class,14700000,,Registered,Automatic,2013
,Imported,jEY4we00oGIa4ZRKbN2MHnA0gD4sSbp,Ikeja,Blue,Nigerian Used,1300,Petrol,Daihatsu,133516,YRV,1575000,Lagos,Registered,Automatic,2001
,Imported,jEY4wdZLbzxJqpogdHkjKUPt9ejgfV4,Lekki,Black,Nigerian Used,1300,Petrol,Honda,116094,City,5250000,,Registered,Automatic,2008
SUV,Registered,jEY4wdZGbVAZKLv7Qf3AyhWYSnz8EVc,Gudu,Gray,Nigerian Used,3500,Petrol,Toyota,137542,Venza,11025000,,Registered,Automatic,2012
,Imported,jEY4wdZqO3cH8fC5JmWbuDWDD4wZdSI,Alimosho,Red,Nigerian Used,3000,Petrol,Toyota,241293,Tacoma,7035000,LAGOS,Registered,Automatic,2002
,Imported,jEY4wdZVsJjJFw9n0oS2PP758ewXYV1,Ojodu,Red,Nigerian Used,1800,Petrol,Toyota,77408,Matrix,4200000,,Registered,Automatic,2005
SUV,Imported,jEY4wdZ9sl9HY8cS5Rs7qnlkcnRqryg,Kubwa,Silver,Foreign Used,3300,Petrol,Lexus,79862,RX 330,13000000,,Imported,Automatic,2005
SUV,Imported,jEY4wdZu1gsMLWIu0aXvDm3VVwElbhu,Port-Harcourt,Red,Nigerian Used,3500,Petrol,Toyota,132134,Sienna,6825000,,Registered,Automatic,2008
SUV,Registered,jEY4wdZcVkh7Lw4bRXfB7orGtfqT1oc,Isolo,Burgandy,Nigerian Used,4500,Petrol,Infiniti,208386,FX,3360000,LAGOS,Registered,Automatic,2003
SUV,Imported,jEY4wdZN2h8bkw2Z6tna4YMOjgY6gdo,Ikeja,Black,Foreign Used,1500,Petrol,Hyundai,36076,Venue,18900000,,Imported,Automatic,2020
Sedan,Registered,jEY4wdZmwLJQL6w75fFbLmz6NSudfnV,Ikorodu,Silver,Nigerian Used,1800,Petrol,Toyota,186297,Corolla,7280000,,Registered,Automatic,2010
,Imported,jEY4wdZUjwC8DpFRXNV1VgVZft9CnKq,Ajah,Black,Nigerian Used,1800,Petrol,Toyota,187291,Corolla,2793000,LAGOS,Registered,Automatic,2003
SUV,Imported,jEY4wdZtooVhh2lDtMFso3tvI2foPF0,Ikeja,Silver,Foreign Used,3500,Petrol,Mercedes-Benz,245701,GLK-Class,17160000,,Imported,Automatic,2010
SUV,Registered,jEY4wdZjmyCTQUypRKrc1ffn68nCYTe,Ibadan,Silver,Nigerian Used,3500,Petrol,Ford,111304,Edge,4200000,LAGOS,Registered,Automatic,2011
SUV,Imported,jEY4wdZkfHB0raQ0dHUYA9P6Oq4LGQv,Gudu,Black,Nigerian Used,3500,Petrol,Toyota,104579,Highlander,26250000,,Registered,Automatic,2017
SUV,Imported,jEY4wdZrB8BdMFyw5o7yUKLDuLzwPBS,Lekki,Silver,Foreign Used,3000,Petrol,Mercedes-Benz,77832,GLE-Class,61360000,,Imported,Automatic,2016
Sedan,Imported,jEY4wdZa6eYO45n7GyQocack9Rh1Bea,Akure,Black,Nigerian Used,2500,Petrol,Toyota,345982,Camry,8925000,Abuja,Registered,Automatic,2013
,Registered,jEY4wdZMLKfESCugkDG76fvBHfosmRX,Ilupeju,Gray,Nigerian Used,2400,Petrol,Toyota,278905,Camry,4200000,Lagos,Registered,Automatic,2001
Sedan,Registered,jEY4we00r4jLmuNHXLwLgAd2xSbsGKu,Ojodu,Gray,Nigerian Used,2400,Petrol,Toyota,201312,Camry,6760000,LAGOS,Registered,Automatic,2009
SUV,Registered,jEY4wdZWoMguhP9kOvcoHarC5B0ugzN,Abeokuta North,Gray,Nigerian Used,3000,Petrol,Lexus,51497,RX 300,2940000,LAGOS,Registered,Automatic,1999
,Registered,jEY4wdZONutxgXiVrdjyzjzi74SZGek,Kubwa,Blue,Nigerian Used,3000,Petrol,BMW,254002,328i,4200000,Abuja,Registered,Automatic,2007
,Imported,jEY4wdZctF0EpIJ6mxmNJ8WRBcsvpMW,Ogba,Gold,Nigerian Used,2500,Petrol,Toyota,93531,Camry,6615000,LAGOS,Registered,Automatic,2011
,Registered,jEY4wdZFYrRu16GFEv1WjmxoJW8sQ3G,Surulere,Gray,Nigerian Used,1600,Petrol,Kia,154352,Cerato,5250000,Lagos,Registered,Automatic,2012
SUV,Registered,jEY4wdZgGuDt2lYjr3iDgzhWUo7ed4Z,Magodo,Red,Nigerian Used,3000,Petrol,Toyota,319590,Highlander,4725000,LAGOS,Registered,Automatic,2002
,Imported,jEY4wdZqO6RJdV51If1hinQEVEAh4AB,Ibadan,Black,Nigerian Used,2500,Petrol,Toyota,295024,Camry,6825000,Lagos,Registered,Automatic,2011
Sedan,Imported,jEY4wdZulis0k1NAbijWYS65K8xGTRd,Lekki,Black,Foreign Used,2500,Petrol,Toyota,5964,Camry,27300000,,Imported,CVT,2020
Convertible,Registered,jEY4wdZrfO28VYyuzPmQpQl0GE8fEm3,Yaba,White,Nigerian Used,3300,Petrol,Toyota,278219,Solara,3690000,,Registered,Automatic,2008
SUV,Registered,jEY4wdZwLjnvw1lY4f82IzPukq42DBc,Enugu,Green,Nigerian Used,2400,Petrol,Honda,174597,CR-V,2940000,IMO STATE,Registered,Automatic,2002
,Registered,jEY4wdZJJdaoFH0ShY4gLrXkYNIWRV6,Gwarinpa,Blue,Nigerian Used,2400,Petrol,Toyota,189548,Camry,3796000,,Registered,Automatic,2002
,Registered,jEY4wdZQEzCYVkRKA05Xcc8YCRQXiJX,Ipaja,Gray,Nigerian Used,1800,Petrol,Toyota,142457,Corolla,5250000,LAGOS,Registered,Automatic,2008
,Imported,jEY4wdZfaoguprIsxGVgGOiBONPsIkS,Kosofe,Blue,Nigerian Used,3000,Petrol,Toyota,293344,Sienna,2677500,,Registered,Automatic,2002
,Registered,jEY4wdZkdmMMNe0CRivpt9dBsQ4DX8U,Kubwa,Burgandy,Nigerian Used,3500,Petrol,Ford,130657,Taurus,3675000,Abuja,Registered,Automatic,2011
SUV,Brand new,jEY4wdZ9rxrH9IllkhHIiHJSGGHHu7H,Ilupeju,Black,Nigerian Used,2700,Petrol,Toyota,38881,Land Cruiser Prado,57750000,Lagos,Registered,Automatic,2019
,Imported,jEY4wdZIUjKTnkgF1Le6jDIjaAZ11Pl,Alimosho,Blue,Nigerian Used,1400,Petrol,Hyundai,47051,Accent,5565000,Lagos,Registered,CVT,2016
,Registered,jEY4wdZAdCWgH5HZbKV96mXSMDJWQjY,Ikeja,Black,Nigerian Used,2500,Petrol,Nissan,113626,Altima,3675000,,Registered,Automatic,2003
SUV,Imported,jEY4wdZSdcrsyGxmI0AkD6iX0Wdv1IF,Alimosho,White,Nigerian Used,3700,Petrol,Mazda,423885,CX-9,6510000,LAGOS,Registered,Automatic,2010
,Registered,jEY4wdZHDhY9seNHksTtWdKXu919u9l,Alimosho,Gray,Nigerian Used,2000,Petrol,Toyota,166340,Avensis,4567500,Lagos,Registered,Automatic,2009
Truck,Registered,jEY4wdZUjT5jmenaz87qkPuZ6r6OOGI,Ibadan,Gray,Nigerian Used,4700,Petrol,Toyota,408931,Tundra,3675000,Lagos,Registered,Automatic,2001
,Imported,jEY4wdZVszLQrijtmR0KJTj9blHqc0i,Gudu,Silver,Nigerian Used,4600,Petrol,Lexus,91045,LS,5460000,,Registered,Automatic,2007
,Registered,jEY4wdZZlOiMocFSPwBymuTpTVTViYT,Yaba,Gold,Nigerian Used,3500,Petrol,Toyota,246393,Sienna,9450000,LAGOS,Registered,Automatic,2011
,Registered,jEY4wdZvdwDOOfkfuegpMuxBgBZs82u,Abeokuta North,Silver,Nigerian Used,2200,Petrol,Toyota,273478,Picnic,3150000,,Registered,Manual,1999
Saloon,Registered,jEY4we01ijmfYICImq8SZBIjhYyWsrU,Kaduna / Kaduna State,Silver,Nigerian Used,2000,Petrol,Peugeot,99999,307,2047500,JIGAWA,Registered,Automatic,2004
SUV,Registered,jEY4wdZWCkKakeRAMS40hFKl2IlbWnG,Owerri,Blue,Nigerian Used,3300,Petrol,Toyota,246641,Highlander,4680000,ABUJA,Registered,Automatic,2004
,Registered,jEY4wdZfwTisnf5DSz6H4Brf30q7Zfc,Abeokuta North,Black,Nigerian Used,1800,Petrol,Toyota,56551,Corolla,5200000,LAGOS,Registered,Automatic,2007
,Imported,jEY4wdZTTF0iXVC1eA3euY6x247ml0U,Ibadan,Gray,Foreign Used,2000,Petrol,Ford,123647,Focus,10400000,,Imported,Automatic,2013
SUV,Imported,jEY4wdZjwUSGXD6FEnWdGs6ld3TVPXm,Ikeja,Brown,Nigerian Used,3500,Petrol,Mercedes-Benz,187225,M Class,6300000,Lagos,Registered,Automatic,2006
Hatchback,Registered,jEY4wdZWCcyXk2rKTjVXnlwjfodurbb,Akure,Gray,Nigerian Used,1600,Petrol,Mazda,208252,3,2625000,Ondo,Registered,Manual,2004
,Registered,jEY4wdZmUolfceDZqKfO6Xvjbfh3VGT,Ibadan,Black,Nigerian Used,1400,Petrol,Hyundai,118032,Accent,3990000,LAGOS,Registered,Manual,2014
,Brand new,jEY4wdZKP1mnBiAmcU0d61dB3Fi6JAL,Ikorodu,Gray,Nigerian Used,1800,Petrol,Nissan,55625,Almera,8400000,,Registered,Automatic,2018
SUV,Imported,jEY4wdZPWMdeDAntEDq7UVZYAcMkQr6,Benin City,Gold,Nigerian Used,3500,Petrol,Mercedes-Benz,124955,M Class,8400000,ABUJA,Registered,Automatic,2010
,Registered,jEY4wdZkdoheKXAxO0acY5WMS9ap8oW,Port-Harcourt,Black,Nigerian Used,3000,Petrol,Toyota,224243,Camry,3120000,,Registered,Automatic,2002
SUV,Imported,jEY4wdZZ82UCwckdsV25X3sr8Voz1nZ,Benin City,Gold,Nigerian Used,3500,Petrol,Lexus,99296,RX,9660000,Lagos,Registered,Automatic,2008
,Registered,jEY4wdZHUrpT8wxti9QvFDsR08hYlBU,Garki 2,Black,Nigerian Used,1800,Petrol,Toyota,70414,Corolla,3990000,ABUJA,Registered,Automatic,2004
SUV,Registered,jEY4wdZkG6tEae9Fy2mvTTpcbS4aPqu,Ikorodu,Gray,Nigerian Used,3500,Petrol,Honda,234066,Pilot,4200000,,Registered,Automatic,2006
,Registered,jEY4wdZjnoFbyZqBEq9A4L6K1VE42us,Isolo,Green,Nigerian Used,3000,Petrol,Toyota,335977,Camry,2625000,LAGOS,Registered,Automatic,1999
,Imported,jEY4wdZgRcdTf1Qh7LHss0cYmuSEQ17,Amuwo-Odofin,White,Foreign Used,3500,Petrol,Toyota,225967,Camry,11960000,,Imported,Automatic,2008
,Registered,jEY4wdZOEbfJAe4AMT0CXpau79R37PN,Alimosho,Silver,Nigerian Used,3300,Petrol,Lexus,448333,ES,4935000,KWARA,Registered,Automatic,2004
,Imported,jEY4wdZSZe0QAYNP4WghEMp7Vjuusmp,Kaduna / Kaduna State,Black,Foreign Used,2500,Hybrid,Toyota,25128,RAV4,36750000,,Imported,CVT,2020
,Registered,jEY4wdZM8z8LP629xXFjCBacb46FBXD,Karu,Silver,Nigerian Used,2400,Petrol,Honda,199231,Accord,1680000,,Registered,Automatic,2003
,Brand new,jlCs49Pmwl82pBEEpfgNdWu234fpX7,Isolo,Black,Nigerian Used,,Petrol,Kia,155428,Rio,2415000,Lagos,Registered,Manual,2012
,Imported,jEY4wdZuzkfOWRUPkdHQTQK1W8jWnGa,Gwagwalada,White,Foreign Used,3000,Petrol,Mercedes-Benz,144676,C300,15080000,,Imported,Automatic,2014
SUV,Imported,jEY4wdZQiyXEoS63rERRoS7vdyDEusM,Lekki,Silver,Nigerian Used,3500,Petrol,Lexus,109092,RX 350,15435000,,Registered,Automatic,2010
SUV,Imported,jlCs49PZxLzR2LZDSGYZHHqAcEiIbd,Ajah,Gray,Nigerian Used,3500,Petrol,Infiniti,53880,FX35,5355000,Lagos,Registered,Automatic,2009
Sedan,Registered,jEY4wdZWfGggkBnpiMKkn6VDqK278x6,Lugbe District,Black,Nigerian Used,2400,Petrol,Honda,127469,Accord,9975000,FCT,Registered,Automatic,2017
SUV,Imported,jEY4wdZgxtySzooelbBGeUiJwVOQgSt,Surulere,White,Nigerian Used,3500,Petrol,Toyota,303025,Sienna,7350000,,Registered,Automatic,2009
,Registered,jEY4wdZit4aLOlU9lDYStrMAmCVOb42,Yaba,Gray,Nigerian Used,3500,Petrol,Toyota,222409,Sienna,6615000,LAGOS,Registered,Automatic,2009
,Imported,jEY4wdZPnccbt3QkG0sCfyz0JyEvSVU,Lekki,Green,Nigerian Used,2400,Petrol,Toyota,179204,Camry,6240000,LAGOS,Registered,Automatic,2008
,Imported,jEY4wdZSgi6NK5Np7vTGMitpec19RCl,Alimosho,Black,Nigerian Used,3000,Petrol,Lexus,364748,GS,7140000,LAGOS,Registered,Automatic,2006
,Imported,jEY4wdZHLkeGOurYz5oUa7Gal87m8QD,Ibadan,Green,Nigerian Used,1800,Petrol,Pontiac,164111,Vibe,7875000,LAGOS,Registered,Automatic,2006
,Imported,jEY4wdZZtYVvsGpEQOZrNLgbN70Ugiv,Gwarinpa,Black,Nigerian Used,3500,Petrol,Toyota,291585,Sienna,7875000,,Registered,Automatic,2011
,Imported,jEY4wdZrVL4BXmTYasBeNXcYRRsxnTp,Ibadan,Gray,Nigerian Used,2400,Petrol,Toyota,160872,Camry,4160000,LAGOS,Registered,Automatic,2005
,Imported,jEY4wdZOEWPMq3fMNYiMi5syf0GWgkN,Gwarinpa,Red,Nigerian Used,1800,Petrol,Toyota,178613,Corolla,5040000,,Registered,Automatic,2010
,Imported,jEY4wdZBLVcEJYIvwR8Gz3NEVk32FdH,Lekki,Silver,Nigerian Used,2400,Petrol,Toyota,148082,Camry,5292000,LAGOS,Registered,Automatic,2010
SUV,Imported,jEY4wdZtPWo4eUgbZDDf1yuL1wBGtaI,Magodo,White,Foreign Used,4000,Petrol,Toyota,133032,4-Runner,21997500,,Imported,Automatic,2010
,Imported,jEY4wdZrWOsyFKLhZKP0iGsXtDuoa4k,Akure,Silver,Nigerian Used,1800,Petrol,Toyota,270209,Corolla,5985000,Lagos,Registered,Automatic,2009
,Registered,jEY4wdZye9eNqN8PDjPqUPX922L54hV,Gudu,Gold,Nigerian Used,2400,Petrol,Toyota,217288,Camry,4725000,,Registered,Automatic,2009
SUV,Registered,jEY4wdZHXX3412Yhq7DkSgyRXQQxfGH,Port-Harcourt,Black,Nigerian Used,3500,Petrol,Ford,200431,Edge,4725000,,Registered,Automatic,2008
,Imported,jEY4wdZkpingUVj6KY9AXEVQfGa5ocC,Kosofe,Red,Nigerian Used,3000,Petrol,Toyota,234291,Sienna,2205000,,Registered,Automatic,1999
,Registered,jEY4wdZHreE0sr8CQnx84ezrtBbSp09,Lugbe District,Black,Nigerian Used,2200,Petrol,Toyota,160932,Camry,1890000,,Registered,Automatic,1999
,Registered,jEY4wdZTT8uv9zwCiHsicfEuh1ZnkAj,Surulere,Burgandy,Nigerian Used,3000,Petrol,Toyota,183241,Sienna,4200000,,Registered,Automatic,1998
,Registered,jEY4wdZE9DipbFFX1fpfnVW6nWpUeVz,Wuse,Red,Nigerian Used,1800,Petrol,Hyundai,189132,Elantra,6300000,Abuja,Registered,Automatic,2014
,Registered,jEY4wdZjWH1rNSCBOjub6fHVsH6C6Su,Oshimili South,Black,Nigerian Used,2400,Petrol,Honda,600193,Accord,2912000,BAYELSA,Registered,Automatic,2003
,Registered,jEY4wdZ9yO9YS4dMclTznZjWUWxWdgx,Ibadan,Gold,Nigerian Used,3000,Petrol,Honda,216720,Accord,2600000,LAGOS,Registered,Automatic,2003
Hatchback,Registered,jEY4wdZmLqyOfQt3pTjWcGMqUoxeoTo,Jabi,Black,Nigerian Used,2000,Petrol,Volkswagen,160624,Passat,4200000,ABUJA,Registered,Automatic,2008
,Registered,jEY4wdZPPTvRzpdfGfXs1nv9ToFivJA,Gudu,Black,Nigerian Used,2000,Petrol,Kia,26600,Optima,3150000,,Registered,Manual,2010
Crossover,Imported,jEY4wdZvlii5FXW6hnk1YVMuQ9UIdcs,Alimosho,White,Nigerian Used,3000,Petrol,BMW,183300,X6,8400000,Lagos State,Registered,Automatic,2009
SUV,Imported,jEY4wdZknCmQVTvOnuykQJk4781LNhV,Lugbe District,Black,Nigerian Used,4600,Petrol,Lexus,159327,GX,26250000,FCT,Registered,Automatic,2010
SUV,Registered,jEY4wdZMKv8LnggbjgOb7fyZslSp0Yv,Kubwa,Gray,Nigerian Used,3500,Petrol,Kia,119202,Sorento,5775000,LAGOS,Registered,Automatic,2011
,Imported,jEY4wdZabeHNIdzSki44ULqPn3A1uqn,Ikeja,Red,Foreign Used,3500,Petrol,Toyota,126042,Sienna,11440000,,Imported,Automatic,2008
,Registered,jEY4wdZrDF2XeNPBZ0wxkXAu0cXco6k,Gwagwalada,Brown,Nigerian Used,1400,Petrol,Kia,196543,Rio,2625000,ABUJA,Registered,Manual,2010
Coupe,Imported,jEY4wdZEg1ji3Nkyv7MTDwLlOvC6HTp,Alimosho,Silver,Nigerian Used,,Petrol,Toyota,401561,Solara,3780000,OGUN,Registered,Automatic,2005
,Imported,jEY4wdZMtRB3FP4BVNzq3glabdEWRyd,Lekki,Red,Nigerian Used,3500,Petrol,Ford,173752,Taurus,7350000,LAGOS,Registered,Automatic,2014
Crossover,Imported,jEY4wdZkyKDqC7vKPGXFBFOoIjoyDEa,Kosofe,Black,Nigerian Used,3700,Petrol,Acura,115169,ZDX,6825000,,Registered,Automatic,2010
SUV,Imported,jEY4wdZPvMtsvbDbJ8KrG03xoFpCr6X,Ikeja,Gold,Nigerian Used,3500,Petrol,Nissan,71852,Pathfinder,10080000,Lagos,Registered,Automatic,2013
SUV,Imported,jEY4wdZBOEGA5A4ZQPxHUJCMWFk7I0q,Owerri,Blue,Nigerian Used,3500,Petrol,Acura,362434,MDX,2940000,Lagos,Registered,Automatic,2006
,Registered,jEY4wdZL9XBxFNrnaQ9XsSHhI3GViuY,Ogba,Black,Nigerian Used,2000,Petrol,Mercedes-Benz,65504,C300,28350000,LAGOS,Registered,Automatic,2016
SUV,Registered,jEY4wdZv8xYvIrFS8gedN7Dw8qg6Zi8,Abeokuta North,Gold,Nigerian Used,3300,Petrol,Toyota,235693,Highlander,4410000,LAGOS,Registered,Automatic,2004
,Registered,jEY4wdZM7WP4TdF24SLeNwhiO6b2nlE,Yaba,White,Nigerian Used,4000,Petrol,Lexus,177199,LS,14700000,ABUJA,Registered,Automatic,2012
SUV,Registered,jEY4wdZRTVZYyNriv18Pn5tKKKIz8fp,Ilupeju,Black,Nigerian Used,3300,Petrol,Hyundai,143130,Santa Fe,4095000,LAGOS,Registered,Automatic,2007
SUV,Imported,jEY4wdZLOrLDgMgJjMRfq0rJd3mCGMZ,Akure,Silver,Foreign Used,4600,Petrol,Mercedes-Benz,437565,GL-Class,13000000,,Imported,Automatic,2008
,Imported,jEY4wdZSZxfMFyY4snbVvPT9DDOJlYe,Central Business District,Silver,Nigerian Used,1800,Petrol,Honda,176168,Civic,11550000,,Registered,Automatic,2015
,Registered,jEY4we00gk0hqjiHjiDwtaup0EwLhCH,Yaba,Silver,Nigerian Used,1800,Petrol,Toyota,60020,Corolla,4725000,LAGOS,Registered,Manual,2012
SUV,Imported,jEY4wdZHVlCX6n1x9OVXQ62FrjwR9tS,Ikeja,Gray,Nigerian Used,3500,Petrol,Ford,223543,Explorer,5775000,LAGOS,Registered,Automatic,2012
SUV,Imported,jEY4wdZfGkLpWSTVFQZ94l2wr4fJLk3,Port-Harcourt,Silver,Nigerian Used,2700,Petrol,Toyota,201838,Fortuner,13650000,Rivers,Registered,Automatic,2013
SUV,Brand new,jEY4wdZWUB8QMbIBCZhyyLzIkPhgaLn,Gwarinpa,Gray,Nigerian Used,1400,Petrol,Changan,12828,CS35,32550000,,Registered,Automatic,2023
SUV,Registered,jEY4wdZgddVv8uUKpROUvbbWOAFRQbH,Magodo,White,Nigerian Used,3500,Petrol,Honda,423362,Pilot,3600000,LAGOS,Registered,Automatic,2004
Sedan,Registered,jEY4wdZyBjSAx5hv2gX5d0CSB6Qza9R,Ibeju,Black,Nigerian Used,1800,Petrol,Toyota,309418,Camry,1680000,LAGOS,Registered,Manual,2001
,Registered,jEY4wdZEJNxS34tcRSeUch4EDvH3thG,Abule Egba,Black,Nigerian Used,3500,Petrol,Nissan,32496,Sentra,2205000,TARABA,Registered,Automatic,2006
Sedan,Imported,jEY4wdZdtapI9ZsNMD3Sqv06gFkjWja,Ojodu,Black,Nigerian Used,3000,Petrol,Toyota,240951,Camry,4446750,LAGOS,Registered,Automatic,2007
Sedan,Imported,jEY4wdZXywGhjNwyepTcpjOgMKWjRGS,Port-Harcourt,Black,Nigerian Used,2400,Petrol,Hyundai,244133,Sonata,11550000,ABUJA,Registered,CVT,2016
,Registered,jEY4wdZAacVgn5WiUQwtanG0q6w6CgZ,Yaba,Blue,Nigerian Used,3300,Petrol,Toyota,359302,Sienna,4200000,,Registered,Automatic,2005
,Imported,jEY4wdZrDRkO0Tl9oZZaZksidJ29cP4,Ogba,White,Foreign Used,3500,Petrol,Mercedes-Benz,89922,E350,13520000,,Imported,Automatic,2011
,Registered,jEY4wdZF4p9PqYl1DR5W65S5UPRJcJx,Port-Harcourt,Red,Nigerian Used,2500,Petrol,Toyota,208749,Camry,9975000,,Registered,Automatic,2014
,Registered,jEY4wdZXwUvXGScBtwNTmW3icHkwXpu,Ikeja,Black,Nigerian Used,3500,Petrol,Honda,131978,Accord,10400000,,Registered,Automatic,2013
Convertible,Registered,jEY4wdZjzarvgCv0V0O8s5DAV2CDn9d,Port-Harcourt,Silver,Nigerian Used,2000,Petrol,Peugeot,41580,307,3360000,,Registered,Manual,2003
,Registered,jEY4wdZeRi19TVkDkfei4AOFM2jtrJb,Ilupeju,Gray,Nigerian Used,2500,Petrol,Toyota,105118,Camry,5880000,Abuja,Registered,Automatic,2011
SUV,Imported,jEY4wdZrg5FhiC1Ta6DPLYWw439LYHb,Amuwo-Odofin,Silver,Foreign Used,3500,Petrol,Toyota,69396,4-Runner,49088000,,Imported,Automatic,2020
,Imported,jEY4wdZgIGKAoixAF4PzVv70mYGywhK,Ajah,Black,Nigerian Used,1600,Petrol,Toyota,4886,Corolla,16800000,Lagos,Registered,Automatic,2014
SUV,Imported,jEY4wdZG6Pi9eUsB1rYL0GAq49XNTeY,Benin City,White,Foreign Used,2400,Petrol,Toyota,94966,Venza,15750000,,Imported,Automatic,2010
SUV,Registered,jEY4wdZnETx0G1jikod2hz4mZ1Hxsyb,Ibadan,Black,Nigerian Used,3300,Petrol,Toyota,107536,Highlander,5565000,LAGOS,Registered,Automatic,2008
SUV,Imported,jEY4wdZnr1B9f2OlDBrh2kJzIsd8CX1,Ikeja,Off white,Nigerian Used,3500,Petrol,Kia,160291,Sorento,7350000,Lagos,Registered,Automatic,2011
SUV,Imported,jEY4wdZJFwRGwnKetl4C1UZjTN7KnRH,Alimosho,Gray,Nigerian Used,2400,Petrol,Nissan,285009,Rogue,5460000,Lagos,Registered,Automatic,2013
SUV,Registered,jEY4wdZBCwKnpi5Nsb4LI0p7k53NbZj,Central Business District,Blue,Nigerian Used,2400,Petrol,Honda,167059,CR-V,4620000,,Registered,Automatic,2007
,Imported,jEY4wdZbkh8kpQxHOaKW5zFEoa3EP5H,Ojodu,Gray,Nigerian Used,3500,Petrol,Mercedes-Benz,213543,C350,7560000,LAGOS,Registered,Automatic,2010
Sedan,Registered,jEY4we00rZdsiOVsVcZdHidBLNqqnMF,Port-Harcourt,Black,Nigerian Used,2400,Petrol,Toyota,152380,Camry,6510000,,Registered,Automatic,2011
,Imported,jEY4wdZdnXnAXPc5fS2cuJmhMTOhc1Z,Abeokuta North,Blue,Foreign Used,2400,Petrol,Toyota,111911,Camry,9360000,,Imported,Automatic,2009
Sedan,Imported,jEY4wdZ9i6kJs7fIQUtkRNSQV6yoHFd,Kaduna / Kaduna State,Silver,Nigerian Used,2400,Petrol,Toyota,281967,Camry,7072000,NASSARAWA,Registered,Automatic,2008
SUV,Imported,jEY4wdZukCQH1cPA0ERFeZzyGOMjeAJ,Ikeja,Black,Nigerian Used,,Petrol,Mercedes-Benz,221202,GL-Class,5040000,Lagos,Registered,Automatic,2007
,Registered,jlCs49Q87D0wh6xPNJ00IFfhBYZHil,Wuse,Brown,Nigerian Used,3500,Petrol,Honda,118099,Accord,3297000,Lagos,Registered,Automatic,2008
,Imported,jEY4wdZF9R6KBxYhVZpmsDLx9imQqMP,Ibadan,Black,Foreign Used,3500,Petrol,Mercedes-Benz,132255,GLK-Class,7875000,,Imported,Automatic,2009
,Registered,jEY4wdZVPNjJGKD1vEwpMp4ASO3yiJG,Yaba,Silver,Nigerian Used,2400,Petrol,Toyota,239986,Camry,5720000,LAGOS,Registered,Automatic,2008
,Registered,jEY4wdZZ1AQD6kJKNPoNddhaboxTBwh,Ibadan,Blue,Nigerian Used,3000,Petrol,Toyota,341396,Sienna,2677500,LAGOS,Registered,Automatic,2000
SUV,Registered,jEY4wdZVEdGdc55vtgrmavogR85KkxY,Ibadan,Black,Nigerian Used,3500,Petrol,Honda,140746,Pilot,2310000,LAGOS,Registered,Automatic,2004
,Imported,jEY4wdZZ2dudh1wdPdQZGNviD3TSn4v,Jabi,Silver,Foreign Used,1800,Petrol,Toyota,209754,Corolla,16640000,,Imported,Automatic,2014
SUV,Imported,jEY4we00XLGXuUZFD1PZmyZrIb2cRpB,Gwarinpa,Silver,Nigerian Used,2500,Petrol,Toyota,50495,RAV4,13125000,,Registered,Automatic,2014
,Registered,jEY4wdZz12CA1qF7vNMWsZ4gJNiEBME,Ikeja,Black,Nigerian Used,3500,Petrol,Honda,131986,Accord,12480000,,Registered,Automatic,2013
,Imported,jEY4wdZVZLnRtm1NGMXqRTfIrgARqEz,Abeokuta North,Brown,Nigerian Used,5400,Petrol,Ford,457612,F-250,8400000,LAGOS,Registered,Automatic,2008
SUV,Imported,jEY4we01f0tPPCuLcyinWMt1f2jxIFa,Ibadan,Black,Foreign Used,2700,Petrol,Toyota,187854,Venza,18200000,,Imported,Automatic,2011
Hatchback,Imported,jEY4wdZg4w2hdQDUu672pfIPimjn1Z5,Enugu,Green,Foreign Used,1900,Petrol,Mercedes-Benz,254879,Vaneo,6510000,,Imported,Automatic,2001
,Brand new,jEY4wdZkFf8ppExdXJhlAyI6bCzaE3Z,Lekki,Black,Nigerian Used,2000,Petrol,Toyota,125737,Avensis,4200000,LAGOS,Registered,Automatic,2012
,Registered,jEY4wdZDSNaIx4RfpBfXwkF8BtvQVwE,Karu,Blue,Nigerian Used,1800,Petrol,Toyota,185230,Corolla,3885000,,Registered,Automatic,2004
